identifier,name_en,scientific_name,major_group,isscaap_group,isscaap
2847,Chola guitarfish,Rhinobatos percellens,PISCES,"Sharks, rays, chimaeras",38
2049,Pacific guitarfish,Rhinobatos planiceps,PISCES,"Sharks, rays, chimaeras",38
2532,Grey gurnard,Eutrigla gurnardus,PISCES,Miscellaneous demersal fishes,34
3335,Piper gurnard,Trigla lyra,PISCES,Miscellaneous demersal fishes,34
2835,Gulper shark,Centrophorus granulosus,PISCES,"Sharks, rays, chimaeras",38
2036,Leafscale gulper shark,Centrophorus squamosus,PISCES,"Sharks, rays, chimaeras",38
2533,Red gurnard,Aspitrigla cuculus,PISCES,Miscellaneous demersal fishes,34
3417,Guinea shrimp,Parapenaeopsis atlantica,CRUSTACEA,"Shrimps, prawns",45
3281,Indo-Pacific king mackerel,Scomberomorus guttatus,PISCES,"Tunas, bonitos, billfishes",36
2530,Tub gurnard,Chelidonichthys lucerna,PISCES,Miscellaneous demersal fishes,34
3334,"Gurnards, searobins nei",Triglidae,PISCES,Miscellaneous demersal fishes,34
2144,Nichol's lanternfish,Gymnoscopelus nicholsi,PISCES,Miscellaneous demersal fishes,34
20548,Slender wart weed,Gracilaria gracilis,PLANTAE AQUATICAE,Red seaweeds,92
2228,Haddock,Melanogrammus aeglefinus,PISCES,"Cods, hakes, haddocks",32
3346,Indian halibut,Psettodes erumei,PISCES,"Flounders, halibuts, soles",31
3002,Japanese halfbeak,Hyporhamphus sajori,PISCES,Miscellaneous pelagic fishes,37
3353,Atlantic halibut,Hippoglossus hippoglossus,PISCES,"Flounders, halibuts, soles",31
12517,Dusky catshark,Halaelurus canescens,PISCES,"Sharks, rays, chimaeras",38
2542,Pacific halibut,Hippoglossus stenolepis,PISCES,"Flounders, halibuts, soles",31
3123,Torpedo scad,Megalaspis cordyla,PISCES,Miscellaneous pelagic fishes,37
2427,Peruvian morwong,Cheilodactylus variegatus,PISCES,Miscellaneous demersal fishes,34
2212,NA,Hemiramphus spp,PISCES,Miscellaneous pelagic fishes,37
19218,Southwest Atlantic red crab,Chaceon notialis,CRUSTACEA,"Crabs, sea-spiders",42
12583,NA,Hemibates stenosoma,PISCES,Tilapias and other cichlids,12
6804,Loweye catfishes nei,Hypophthalmus spp,PISCES,Miscellaneous freshwater fishes,13
12623,Porthole shovelnose catfish,Hemisorubim platyrhynchos,PISCES,Miscellaneous freshwater fishes,13
18571,Hair crab,Erimacrus isenbeckii,CRUSTACEA,"Crabs, sea-spiders",42
18197,Hector's dolphin,Cephalorhynchus hectori,MAMMALIA,"Sperm-whales, pilot-whales",62
12762,Elongate tigerfish,Hydrocynus forskahlii,PISCES,Miscellaneous freshwater fishes,13
3541,Japanese hard clam,Meretrix lusoria,MOLLUSCA,"Clams, cockles, arkshells",56
3536,Imperial surf clam,Pseudocardium sybillae,MOLLUSCA,"Clams, cockles, arkshells",56
12563,Pacific flatiron herring,Harengula thrissina,PISCES,"Herrings, sardines, anchovies",35
2698,Hard clams nei,Meretrix spp,MOLLUSCA,"Clams, cockles, arkshells",56
3042,Squirrelfishes nei,Holocentridae,PISCES,Miscellaneous coastal fishes,33
15111,Imperial blackfish,Schedophilus ovalis,PISCES,Miscellaneous demersal fishes,34
18870,Pemarco blackfish,Schedophilus pemarco,PISCES,Miscellaneous demersal fishes,34
2198,African catfish,Heterobranchus bidorsalis,PISCES,Miscellaneous freshwater fishes,13
12635,Kafue pike,Hepsetus odoe,PISCES,Miscellaneous freshwater fishes,13
14093,Atlantic weasel shark,Paragaleus pectoralis,PISCES,"Sharks, rays, chimaeras",38
2983,Sampa,Heterobranchus longifilis,PISCES,Miscellaneous freshwater fishes,13
2078,Pacific herring,Clupea pallasii,PISCES,"Herrings, sardines, anchovies",35
2886,Atlantic herring,Clupea harengus,PISCES,"Herrings, sardines, anchovies",35
2912,Bluestripe herring,Herklotsichthys quadrimaculat.,PISCES,"Herrings, sardines, anchovies",35
6612,Golden deepsea crab,Chaceon fenneri,CRUSTACEA,"Crabs, sea-spiders",42
18366,Sandfish,Holothuria scabra,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
18371,White teatfish,Holothuria fuscogilva,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
18367,Black teatfish,Holothuria nobilis,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
18841,Red gurnard perch,Helicolenus percoides,PISCES,Miscellaneous demersal fishes,34
18282,Sheepswool sponge,Hippospongia lachne,INVERTEBRATA AQUATICA,Sponges,83
18704,Black driftfish,Hyperoglyphe bythites,PISCES,Miscellaneous demersal fishes,34
2904,Hilsa shad,Tenualosa ilisha,PISCES,Shads,24
3559,Bear paw clam,Hippopus hippopus,MOLLUSCA,"Clams, cockles, arkshells",56
2097,Kelee shad,Hilsa kelee,PISCES,Shads,24
16661,Chilean knife shrimp,Haliporoides diomedeae,CRUSTACEA,"Shrimps, prawns",45
12591,Banded jewelfish,Hemichromis fasciatus,PISCES,Tilapias and other cichlids,12
2241,Benguela hake,Merluccius polli,PISCES,"Cods, hakes, haddocks",32
3024,Cape hakes,"Merluccius capensis, M.paradoxus",PISCES,"Cods, hakes, haddocks",32
2238,European hake,Merluccius merluccius,PISCES,"Cods, hakes, haddocks",32
3029,Shallow-water Cape hake,Merluccius capensis,PISCES,"Cods, hakes, haddocks",32
3025,Senegalese hake,Merluccius senegalensis,PISCES,"Cods, hakes, haddocks",32
2239,Southern hake,Merluccius australis,PISCES,"Cods, hakes, haddocks",32
3030,Deep-water Cape hake,Merluccius paradoxus,PISCES,"Cods, hakes, haddocks",32
3027,Argentine hake,Merluccius hubbsi,PISCES,"Cods, hakes, haddocks",32
2226,Red hake,Urophycis chuss,PISCES,"Cods, hakes, haddocks",32
3026,Silver hake,Merluccius bilinearis,PISCES,"Cods, hakes, haddocks",32
2225,Brazilian codling,Urophycis brasiliensis,PISCES,"Cods, hakes, haddocks",32
2227,White hake,Urophycis tenuis,PISCES,"Cods, hakes, haddocks",32
2237,Hakes nei,Merluccius spp,PISCES,"Cods, hakes, haddocks",32
12745,Mexican barred snapper,Hoplopagrus guentherii,PISCES,Miscellaneous coastal fishes,33
12509,White grunt,Haemulon plumierii,PISCES,Miscellaneous coastal fishes,33
12500,Tomtate grunt,Haemulon aurolineatum,PISCES,Miscellaneous coastal fishes,33
3493,Tuberculate abalone,Haliotis tuberculata,MOLLUSCA,"Abalones, winkles, conchs",52
12499,White margate,Haemulon album,PISCES,Miscellaneous coastal fishes,33
3105,Cape horse mackerel,Trachurus capensis,PISCES,Miscellaneous pelagic fishes,37
2313,Greenback horse mackerel,Trachurus declivis,PISCES,Miscellaneous pelagic fishes,37
12545,Hampala barb,Hampala macrolepidota,PISCES,"Carps, barbels and other cyprinids",11
2311,Mediterranean horse mackerel,Trachurus mediterraneus,PISCES,Miscellaneous pelagic fishes,37
2317,False scad,Caranx rhonchus,PISCES,Miscellaneous pelagic fishes,37
3106,Cunene horse mackerel,Trachurus trecae,PISCES,Miscellaneous pelagic fishes,37
10417,NA,Anisotremus scapularis,PISCES,Miscellaneous coastal fishes,33
12738,NA,Hoplias aimara,PISCES,Miscellaneous freshwater fishes,13
2361,Honnibe croaker,Nibea mitsukurii,PISCES,Miscellaneous coastal fishes,33
2242,Offshore silver hake,Merluccius albidus,PISCES,"Cods, hakes, haddocks",32
3389,"Chimaeras, etc. nei",Chimaeriformes,PISCES,"Sharks, rays, chimaeras",38
2306,Atlantic horse mackerel,Trachurus trachurus,PISCES,Miscellaneous pelagic fishes,37
11379,Common nase,Chondrostoma nasus,PISCES,"Carps, barbels and other cyprinids",11
12727,Squirrelfish,Holocentrus ascensionis,PISCES,Miscellaneous coastal fishes,33
2133,Houting,Coregonus oxyrinchus,PISCES,"Salmons, trouts, smelts",23
12795,Highwaterman catfish,Hypophthalmus edentatus,PISCES,Miscellaneous freshwater fishes,13
12747,Mediterranean slimehead,Hoplostethus mediterraneus,PISCES,Miscellaneous demersal fishes,34
12737,Aimara,Hoplerythrinus unitaeniatus,PISCES,Miscellaneous freshwater fishes,13
18520,Unicell. chlorella green alga,Chlorella vulgaris,PLANTAE AQUATICAE,Green seaweeds,93
11251,Atlantic spadefish,Chaetodipterus faber,PISCES,Miscellaneous coastal fishes,33
3616,Horseshoe crab,Limulus polyphemus,INVERTEBRATA AQUATICA,Horseshoe crabs and other arachnoids,75
12812,Suckermouth catfish,Hypostomus plecostomus,PISCES,Miscellaneous freshwater fishes,13
11371,Pacific bumper,Chloroscombrus orqueta,PISCES,Miscellaneous pelagic fishes,37
2986,Atipa,Hoplosternum littorale,PISCES,Miscellaneous freshwater fishes,13
12670,Stinging catfish,Heteropneustes fossilis,PISCES,Miscellaneous freshwater fishes,13
12571,NA,Hatcheria macraei,PISCES,Miscellaneous freshwater fishes,13
2141,African bonytongue,Heterotis niloticus,PISCES,Miscellaneous freshwater fishes,13
11253,Pacific spadefish,Chaetodipterus zonatus,PISCES,Miscellaneous coastal fishes,33
12757,Huchen,Hucho hucho,PISCES,"Salmons, trouts, smelts",23
2072,Beluga,Huso huso,PISCES,"Sturgeons, paddlefishes",21
14439,Atka mackerel,Pleurogrammus monopterygius,PISCES,Miscellaneous coastal fishes,33
3135,Yellow snapper,Lutjanus argentiventris,PISCES,Miscellaneous coastal fishes,33
16508,Northern nylon shrimp,Heterocarpus vicarius,CRUSTACEA,"Shrimps, prawns",45
2745,Humpback whale,Megaptera novaeangliae,MAMMALIA,"Blue-whales, fin-whales",61
19145,Japanese smelt,Hypomesus nipponensis,PISCES,"Salmons, trouts, smelts",23
18825,Humphead wrasse,Cheilinus undulatus,PISCES,Miscellaneous coastal fishes,33
18887,Sabre squirrelfish,Sargocentron spiniferum,PISCES,Miscellaneous coastal fishes,33
6803,NA,Hoplias spp,PISCES,Miscellaneous freshwater fishes,13
20023,Redcoat,Sargocentron rubrum,PISCES,Miscellaneous coastal fishes,33
19224,NA,Hoplias microlepis,PISCES,Miscellaneous freshwater fishes,13
19141,Giant stone crab,Homalaspis plana,CRUSTACEA,"Crabs, sea-spiders",42
6820,Trahira,Hoplias malabaricus,PISCES,Miscellaneous freshwater fishes,13
6801,Payara,Hydrolycus scomberoides,PISCES,Miscellaneous freshwater fishes,13
19016,Grunts nei,Haemulon spp,PISCES,Miscellaneous coastal fishes,33
19139,Kelp greenling,Hexagrammos decagrammus,PISCES,Miscellaneous coastal fishes,33
12637,Sharpnose sevengill shark,Heptranchias perlo,PISCES,"Sharks, rays, chimaeras",38
2870,Ratfishes nei,Hydrolagus spp,PISCES,"Sharks, rays, chimaeras",38
11065,Zamurito,Calophysus macropterus,PISCES,Miscellaneous freshwater fishes,13
18705,Barrelfish,Hyperoglyphe perciformis,PISCES,Miscellaneous demersal fishes,34
20406,Nylon shrimps nei,Heterocarpus spp,CRUSTACEA,"Shrimps, prawns",45
19262,NA,Haematococcus pluvialis,PLANTAE AQUATICAE,Green seaweeds,93
15139,Corvina drum,Cilus gilberti,PISCES,Miscellaneous coastal fishes,33
17070,Pharaoh cuttlefish,Sepia pharaonis,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
16312,Velvet fan lobster,Ibacus alticrenatus,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
16315,Japanese fan lobster,Ibacus ciliatus,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
19680,NA,Bathybates minor,PISCES,Tilapias and other cichlids,12
2147,NA,Ichthyoelephas humeralis,PISCES,Miscellaneous freshwater fishes,13
2449,Crocodile icefishes nei,Channichthyidae,PISCES,Miscellaneous demersal fishes,34
19061,Australian snubfin dolphin,Orcaella heinsohni,MAMMALIA,"Sperm-whales, pilot-whales",62
15290,Dusky spinefoot,Siganus luridus,PISCES,Miscellaneous coastal fishes,33
15287,Streaked spinefoot,Siganus javus,PISCES,Miscellaneous coastal fishes,33
6809,NA,Cichla spp,PISCES,Tilapias and other cichlids,12
2112,West African ilisha,Ilisha africana,PISCES,Shads,24
14100,Glass schilbid,Parailia pellucida,PISCES,Miscellaneous freshwater fishes,13
15315,Silver sillago,Sillago sihama,PISCES,Miscellaneous coastal fishes,33
10067,Broad-nosed caiman,Caiman latirostris,"AMPHIBIA, REPTILIA",Crocodiles and alligators,73
2788,Carragheen (Irish) moss,Chondrus crispus,PLANTAE AQUATICAE,Red seaweeds,92
10078,Paraguayan caiman,Caiman yacare,"AMPHIBIA, REPTILIA",Crocodiles and alligators,73
3625,Aquatic invertebrates nei,Invertebrata,INVERTEBRATA AQUATICA,Miscellaneous aquatic invertebrates,77
2086,Indian oil sardine,Sardinella longiceps,PISCES,"Herrings, sardines, anchovies",35
14780,Flathead catfish,Pylodictis olivaris,PISCES,Miscellaneous freshwater fishes,13
19544,NA,Chrysichthys platycephalus,PISCES,Miscellaneous freshwater fishes,13
19545,NA,Chrysichthys sianenna,PISCES,Miscellaneous freshwater fishes,13
19546,NA,Chrysichthys stappersii,PISCES,Miscellaneous freshwater fishes,13
18190,Irrawaddy dolphin,Orcaella brevirostris,MAMMALIA,"Sperm-whales, pilot-whales",62
19632,Sleek lates,Lates stappersii,PISCES,Miscellaneous freshwater fishes,13
12890,Bigtooth corvina,Isopisthus parvipinnis,PISCES,Miscellaneous coastal fishes,33
2684,Iceland scallop,Chlamys islandica,MOLLUSCA,"Scallops, pectens",55
2191,Brown bullhead,Ameiurus nebulosus,PISCES,Miscellaneous freshwater fishes,13
2977,Blue catfish,Ictalurus furcatus,PISCES,Miscellaneous freshwater fishes,13
2190,Black bullhead,Ameiurus melas,PISCES,Miscellaneous freshwater fishes,13
2188,Channel catfish,Ictalurus punctatus,PISCES,Miscellaneous freshwater fishes,13
17260,Rostrate pitar,Pitar rostratus,MOLLUSCA,"Clams, cockles, arkshells",56
15277,Bichique,Sicyopterus lagocephalus,PISCES,Miscellaneous freshwater fishes,13
11442,Pacific sanddab,Citharichthys sordidus,PISCES,"Flounders, halibuts, soles",31
2307,Blue jack mackerel,Trachurus picturatus,PISCES,Miscellaneous pelagic fishes,37
14849,Norwegian skate,Raja nidarosiensis,PISCES,"Sharks, rays, chimaeras",38
14860,Longnose skate,Raja rhina,PISCES,"Sharks, rays, chimaeras",38
14847,Brown ray,Raja miraletus,PISCES,"Sharks, rays, chimaeras",38
2915,Japanese anchovy,Engraulis japonicus,PISCES,"Herrings, sardines, anchovies",35
2893,Japanese pilchard,Sardinops melanostictus,PISCES,"Herrings, sardines, anchovies",35
3440,Jack-knife shrimp,Haliporoides sibogae,CRUSTACEA,"Shrimps, prawns",45
3230,Japanese sandfish,Arctoscopus japonicus,PISCES,Miscellaneous demersal fishes,34
2305,Jack and horse mackerels nei,Trachurus spp,PISCES,Miscellaneous pelagic fishes,37
19543,African bullhead,Lophiobagrus cyclurus,PISCES,Miscellaneous freshwater fishes,13
19631,NA,Mastacembelus cunningtoni,PISCES,Miscellaneous freshwater fishes,13
20575,NA,Catostylus spp,INVERTEBRATA AQUATICA,Miscellaneous aquatic invertebrates,77
19841,NA,Calanus finmarchicus,CRUSTACEA,Miscellaneous marine crustaceans,47
11806,Common stingray,Dasyatis pastinaca,PISCES,"Sharks, rays, chimaeras",38
2758,Jellyfishes nei,Rhopilema spp,INVERTEBRATA AQUATICA,Miscellaneous aquatic invertebrates,77
3004,Japanese flyingfish,Cypselurus agoo,PISCES,Miscellaneous pelagic fishes,37
14844,Madeiran ray,Raja maderensis,PISCES,"Sharks, rays, chimaeras",38
18575,Spotted gurnard,Pterygotrigla picta,PISCES,Miscellaneous demersal fishes,34
13747,Jonah's icefish,Neopagetopsis ionah,PISCES,Miscellaneous demersal fishes,34
2308,Japanese jack mackerel,Trachurus japonicus,PISCES,Miscellaneous pelagic fishes,37
20200,Halfbeaks nei,Hemiramphidae,PISCES,Miscellaneous pelagic fishes,37
2250,John dory,Zeus faber,PISCES,Miscellaneous demersal fishes,34
3044,Silvery John dory,Zenopsis conchifer,PISCES,Miscellaneous demersal fishes,34
19409,Chilean sandperch,Pinguipes chilensis,PISCES,Miscellaneous coastal fishes,33
14805,Big skate,Raja binoculata,PISCES,"Sharks, rays, chimaeras",38
14800,Mediterranean starry ray,Raja asterias,PISCES,"Sharks, rays, chimaeras",38
14809,Spotback skate,Raja castelnaui,PISCES,"Sharks, rays, chimaeras",38
14817,Eyespot skate,Raja cyclophora,PISCES,"Sharks, rays, chimaeras",38
2679,Yesso scallop,Patinopecten yessoensis,MOLLUSCA,"Scallops, pectens",55
16285,Southern rock lobster,Jasus novaehollandiae,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
16284,St.Paul rock lobster,Jasus paulensis,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
2891,Japanese sardinella,Sardinella zunasi,PISCES,"Herrings, sardines, anchovies",35
19068,Tropical gar,Atractosteus tropicus,PISCES,Miscellaneous freshwater fishes,13
3357,Kamchatka flounder,Atheresthes evermanni,PISCES,"Flounders, halibuts, soles",31
18668,Javelin grunter,Pomadasys kaakan,PISCES,Miscellaneous coastal fishes,33
18570,Golden king crab,Lithodes aequispina,CRUSTACEA,"King crabs, squat-lobsters",44
3294,Kawakawa,Euthynnus affinis,PISCES,"Tunas, bonitos, billfishes",36
2378,King soldier bream,Argyrops spinifer,PISCES,Miscellaneous coastal fishes,33
18567,Red king crab,Paralithodes camtschaticus,CRUSTACEA,"King crabs, squat-lobsters",44
2643,Globose king crab,Paralomis formosa,CRUSTACEA,"King crabs, squat-lobsters",44
18568,Blue king crab,Paralithodes platypus,CRUSTACEA,"King crabs, squat-lobsters",44
17157,Basket cockle,Clinocardium nuttallii,MOLLUSCA,"Clams, cockles, arkshells",56
2641,Subantarctic stone crab,Lithodes murrayi,CRUSTACEA,"King crabs, squat-lobsters",44
3259,Kingklip,Genypterus capensis,PISCES,Miscellaneous demersal fishes,34
3471,Southern king crab,Lithodes santolla,CRUSTACEA,"King crabs, squat-lobsters",44
2640,King crabs,Paralithodes spp,CRUSTACEA,"King crabs, squat-lobsters",44
3474,Red stone crab,Paralomis aculeata,CRUSTACEA,"King crabs, squat-lobsters",44
3475,Antarctic stone crab,Paralomis spinosissima,CRUSTACEA,"King crabs, squat-lobsters",44
3469,"King crabs, stone crabs nei",Lithodidae,CRUSTACEA,"King crabs, squat-lobsters",44
18569,Brown king crab,Paralithodes brevipes,CRUSTACEA,"King crabs, squat-lobsters",44
3470,King crabs nei,Lithodes spp,CRUSTACEA,"King crabs, squat-lobsters",44
18446,NA,Chondracanthus chamissoi,PLANTAE AQUATICAE,Red seaweeds,92
16221,Deep-sea red crab,Chaceon affinis,CRUSTACEA,"Crabs, sea-spiders",42
6815,Portly spider crab,Libinia emarginata,CRUSTACEA,"Crabs, sea-spiders",42
3641,Manifold callophyllis,Callophyllis variegata,PLANTAE AQUATICAE,Red seaweeds,92
3152,Southern kingcroaker,Menticirrhus americanus,PISCES,Miscellaneous coastal fishes,33
2354,Northern kingfish,Menticirrhus saxatilis,PISCES,Miscellaneous coastal fishes,33
3153,Gulf kingcroaker,Menticirrhus littoralis,PISCES,Miscellaneous coastal fishes,33
2483,King mackerel,Scomberomorus cavalla,PISCES,"Tunas, bonitos, billfishes",36
2480,Seerfishes nei,Scomberomorus spp,PISCES,"Tunas, bonitos, billfishes",36
20329,NA,Cucumaria frondosa,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
3159,White croaker,Genyonemus lineatus,PISCES,Miscellaneous coastal fishes,33
2451,Ocellated icefish,Chionodraco rastrospinosus,PISCES,Miscellaneous demersal fishes,34
18489,Fragile codium,Codium fragile,PLANTAE AQUATICAE,Green seaweeds,93
3593,Killer whale,Orcinus orca,MAMMALIA,"Sperm-whales, pilot-whales",62
2353,Kingcroakers nei,Menticirrhus spp,PISCES,Miscellaneous coastal fishes,33
2462,Korean sandlance,Hypoptychus dybowskii,PISCES,Miscellaneous coastal fishes,33
17241,Smooth callista,Callista chione,MOLLUSCA,"Clams, cockles, arkshells",56
11275,Great snakehead,Channa marulius,PISCES,Miscellaneous freshwater fishes,13
17633,Oriental cyclina,Cyclina sinensis,MOLLUSCA,"Clams, cockles, arkshells",56
2612,Knife shrimp,Haliporoides triarthrus,CRUSTACEA,"Shrimps, prawns",45
17545,Stutchbury's venus,Chione stutchburyi,MOLLUSCA,"Clams, cockles, arkshells",56
3157,Southern meagre(=Mulloway),Argyrosomus hololepidotus,PISCES,Miscellaneous coastal fishes,33
20038,Reticulated leatherjacket,Stephanolepis diaspros,PISCES,Miscellaneous coastal fishes,33
16169,Batwing coral crab,Carpilius corallinus,CRUSTACEA,"Crabs, sea-spiders",42
18480,Coarse seagrape,Caulerpa racemosa,PLANTAE AQUATICAE,Green seaweeds,93
3393,Antarctic krill,Euphausia superba,CRUSTACEA,"Krill, planktonic crustaceans",46
19096,NA,Chirostoma spp,PISCES,Miscellaneous freshwater fishes,13
17155,Olive green cockle,Cerastoderma glaucum,MOLLUSCA,"Clams, cockles, arkshells",56
3336,Bluefin gurnard,Chelidonichthys kumu,PISCES,Miscellaneous demersal fishes,34
2584,Kuruma prawn,Penaeus japonicus,CRUSTACEA,"Shrimps, prawns",45
2179,Pond loach,Misgurnus anguillicaudatus,PISCES,"Carps, barbels and other cyprinids",11
19127,Red vermillion crab,Paralomis verrilli,CRUSTACEA,"King crabs, squat-lobsters",44
18985,Sea chubs nei,Kyphosidae,PISCES,Miscellaneous coastal fishes,33
3437,Argentine red shrimp,Pleoticus muelleri,CRUSTACEA,"Shrimps, prawns",45
13036,Lantern fish,Lampanyctus achirus,PISCES,Miscellaneous demersal fishes,34
2074,Ladyfish,Elops saurus,PISCES,Miscellaneous coastal fishes,33
2247,Opah,Lampris guttatus,PISCES,Miscellaneous pelagic fishes,37
3629,North European kelp,Laminaria hyperborea,PLANTAE AQUATICAE,Brown seaweeds,91
13048,Southern opah,Lampris immaculatus,PISCES,Miscellaneous pelagic fishes,37
2142,Hector's lanternfish,Lampanyctodes hectoris,PISCES,Miscellaneous demersal fishes,34
2002,River lamprey,Lampetra fluviatilis,PISCES,Miscellaneous diadromous fishes,25
2000,Lampreys nei,Petromyzontidae,PISCES,Miscellaneous diadromous fishes,25
2121,Lake trout(=Char),Salvelinus namaycush,PISCES,"Salmons, trouts, smelts",23
14293,Sea lamprey,Petromyzon marinus,PISCES,Miscellaneous diadromous fishes,25
3482,American lobster,Homarus americanus,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
3447,Cape rock lobster,Jasus lalandii,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
2648,European lobster,Homarus gammarus,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
12975,NA,Labeo dussumieri,PISCES,"Carps, barbels and other cyprinids",11
3170,Largeeye breams,Gymnocranius spp,PISCES,Miscellaneous coastal fishes,33
3449,Tristan da Cunha rock lobster,Jasus tristani,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
18953,Snubnose emperor,Lethrinus borbonicus,PISCES,Miscellaneous coastal fishes,33
2161,Orangefin labeo,Labeo calbasu,PISCES,"Carps, barbels and other cyprinids",11
13251,NA,Loricaria cataphracta,PISCES,Miscellaneous freshwater fishes,13
13193,Pacific piquitinga,Lile stolifera,PISCES,"Herrings, sardines, anchovies",35
